gene_id	chrom	left	right
NGDN	14	23938896	23947402
NGEF	2	233743395	233877982
NGF	1	115828538	115880857
NGFR	17	47572654	47592379
NGLY1	3	25760434	25772041
NGRN	15	90808890	90816463
NHEJ1	2	219940038	220023084
NHLH1	1	160336856	160342638
NHLH2	1	116378997	116383747
NHLRC1	6	18120717	18122851
NHLRC2	10	115614419	115676953
NHLRC3	13	39612442	39615954
NHLRC4	16	616995	619487
NHP2	5	177576460	177580968
NHP2P1	10	93976088	93976550
NHP2P2	7	27087787	27088247
NHS	X	17393542	17754114
NHS-AS1	X	17570469	17575508
NHSL1	6	138743179	138893677
NHSL2	X	71130937	71363424
NICN1	3	49460378	49466759
NID1	1	236139129	236228462
NID2	14	52471520	52535712
NIF3L1	2	201754049	201768655
NIFK	2	122484520	122494499
NIFK-AS1	2	122407225	122409111
NIFKP1	10	30669102	30669991
NIFKP2	5	174350092	174350948
NIFKP3	12	7756945	7757810
NIFKP4	15	75544083	75545275
NIFKP6	19	51900008	51906780
NIFKP7	3	32105465	32108103
NIFKP8	15	85724440	85725314
NIFKP9	2	127927586	127927807
NIM1K	5	43192172	43245432
NIN	14	51186480	51297839
NINJ1	9	95883770	95896570
NINJ2	12	673461	772945
NINL	20	25433340	25566153
NIP7	16	69373332	69377014
NIP7P1	10	94866628	94867140
NIP7P2	3	132120096	132120640
NIP7P3	6	116458220	116458735
NIPA1	15	23043276	23086436
NIPA2	15	23004683	23034427
NIPA2P1	7	90949442	90950418
NIPA2P2	3	75133305	75134388
NIPA2P4	8	82529454	82530795
NIPA2P5	13	79664917	79668254
NIPAL1	4	47916158	48027211
NIPAL2	8	99202060	99306621
NIPAL3	1	24742283	24795797
NIPAL4	5	156887026	156901725
NIPBL	5	36876860	37066515
NIPSNAP1	22	29950796	29977326
NIPSNAP2	7	56019485	56052570
NIPSNAP3A	9	107509968	107522403
NIPSNAP3B	9	107526437	107539738
NISCH	3	52489133	52527084
NIT1	1	161087875	161090022
NIT2	3	100053544	100075710
NKAIN1	1	31652591	31712401
NKAIN1P1	1	148864593	148865175
NKAIN2	6	124125285	124712190
NKAIN3	8	63161149	63878188
NKAIN4	20	61872135	61885892
NKAP	X	119059013	119072040
NKAPL	6	28227097	28228736
NKAPP1	X	119254862	119378743
NKD1	16	50582240	50670647
NKD2	5	1008943	1039058
NKG7	19	51874859	51875955
NKIRAS1	3	23933150	23958460
NKIRAS2	17	40163399	40174462
NKPD1	19	45653007	45663408
NKRF	X	118722299	118739858
NKTR	3	42642105	42690227
NKX1-1	4	1396719	1400119
NKX1-2	10	126135591	126138753
NKX2-1	14	36985601	36989433
NKX2-1-AS1	14	36988482	36992221
NKX2-2	20	21491647	21494664
NKX2-2-AS1	20	21492084	21492947
NKX2-3	10	101292689	101296278
NKX2-4	20	21376004	21378666
NKX2-5	5	172659111	172662360
NKX2-6	8	23559963	23563922
NKX2-8	14	37049783	37051812
NKX3-1	8	23536205	23540440
NKX3-2	4	13542453	13546674
NKX6-1	4	85413139	85419603
NKX6-2	10	134598296	134599556
NKX6-3	8	41502696	41504878
NLE1	17	33455771	33469303
NLGN1	3	173114073	173322427
NLGN1-AS1	3	173628287	173638586
NLGN2	17	7308192	7322003
NLGN3	X	70364680	70391049
NLGN4X	X	5758677	5821394
NLGN4Y	Y	16634517	16734377
NLGN4Y-AS1	Y	16905521	16915913
NLK	17	26368762	26375350
NLN	5	65018022	65125111
NLRC3	16	3589032	3627392
NLRC4	2	32449521	32490801
NLRC5	16	57023396	57082266
NLRP1	17	5402746	5487829
NLRP2	19	55464497	55493007
NLRP2B	X	57703499	57706693
NLRP3	1	247579457	247612404
NLRP5	19	56511091	56573179
NLRP6	11	278364	285359
NLRP9P1	12	129497880	129501208
NLRP12	19	54296856	54327648
NLRP13	19	56403064	56443702
NLRX1	11	119037276	119044414
NMB	15	85198359	85201794
NMBR	6	142379466	142397059
NMD3	3	160822483	160951204
NMD3P1	7	63369343	63370831
NMD3P2	7	56569976	56570737
NME1	17	49230896	49239556
NME1-NME2	17	49230950	49249105
NME1P1	13	22673301	22673683
NME2	17	49230919	49249104
NME2P1	12	120719939	120720632
NME3	16	1820286	1821731
NME4	16	446724	450746
NME5	5	137450865	137475104
NME6	3	48334753	48342848
NME7	1	169101768	169199970
NME8	7	37888198	37940003
NME9	3	137980278	138043774
NMI	2	152126978	152146571
NMNAT1	1	10003485	10045556
NMNAT1P1	14	81498872	81499748
NMNAT1P2	1	164312241	164313101
NMNAT1P3	3	189884552	189885440
NMNAT1P4	4	146377156	146377996
NMNAT1P5	15	60257140	60258283
NMNAT2	1	183217371	183387737
NMNAT3	3	139279021	139396859
NMRAL1	16	4511680	4524896
NMRAL2P	3	185677731	185698658
NMRK1	9	77675488	77703106
NMRK2	19	3933100	3942414
NMS	2	101086943	101099742
NMT1	17	43128977	43186384
NMT2	10	15144582	15151827
NMTRQ-TTG12-1	17	19506586	19506658
NMTRS-TGA3-1	17	22028178	22028247
NMU	4	56461395	56502451
NMUR1	2	232387870	232395206
NMUR2	5	151771092	151784840
NNAT	20	36149616	36152092
NNT	5	43602793	43616165
NNT-AS1	5	43571695	43603206
NOA1	4	57829535	57844989
NOB1	16	69775769	69788843
NOBOX	7	144094332	144100786
NOC2L	1	879583	894670
NOC2LP1	2	130986948	130988352
NOC2LP2	2	132200166	132202467
NOC3L	10	96075003	96112733
NOC4L	12	132628992	132636986
NOCT	4	139936942	139966906
NOD1	7	30464142	30518396
NOD2	16	50727513	50744862
NODAL	10	72192070	72201423
NOG	17	54671059	54672951
NOL4	18	31431063	31803515
NOL4L	20	31030861	31071274
NOL6	9	33461438	33473928
NOL7	6	13615558	13621437
NOL8	9	95059639	95087838
NOL8P1	4	166468683	166472212
NOL9	1	6581406	6614595
NOL10	2	10710891	10830098
NOLC1	10	103911932	103923627
NOM1	7	156742416	156765876
NOMO1	16	14927537	14990017
NOMO2	16	18511181	18573533
NOMO3	16	16326351	16388668
NONO	X	70503041	70521016
NONOP2	2	61163953	61165184
NOP2	12	6666028	6677128
NOP9	14	24769067	24778330
NOP10	15	34633916	34635378
NOP14	4	2939659	2965112
NOP14-AS1	4	2936625	2949400
NOP16	5	175810948	175815976
NOP53	19	48248778	48260315
NOP53-AS1	19	48260292	48272097
NOP56	20	2632790	2639039
NOP56P1	6	28751409	28751781
NOP56P2	9	23681891	23682660
NOP56P3	12	79952561	79952946
NOP58	2	203130438	203168389
NORAD	20	34633543	34638882
NOS1	12	117645946	117799582
NOS1AP	1	162039563	162338241
NOS2	17	26083791	26127525
NOS2P1	17	25978359	25992738
NOS2P2	17	18400885	18404348
NOS2P3	17	20339649	20350557
NOS2P4	17	16715760	16715965
NOS3	7	150688082	150711676
NOSIP	19	50058967	50063887
NOSTRIN	2	169643048	169721565
NOTCH1	9	139388895	139440314
NOTCH2	1	120454175	120612240
NOTCH2P1	1	120428926	120429550
NOTCH3	19	15270443	15311792
NOTCH4	6	32162619	32191844
NOTO	2	73429385	73439641
NOTUM	17	79910387	79919169
NOV	8	120428545	120436593
NOVA1	14	26912298	27066725
NOVA1-AS1	14	27067617	27133613
NOVA2	19	46436991	46476804
NOX1	X	100098312	100129334
NOX3	6	155716503	155777037
NOX4	11	89057523	89224653
NOX5	15	69222863	69355083
NOXA1	9	140317801	140328858
NOXO1	16	2028917	2031550
NOXRED1	14	77860363	77889399
NPAP1	15	24920540	24928593
NPAP1P2	10	81620328	81621562
NPAP1P3	10	89136652	89138238
NPAP1P4	9	82971943	82975253
NPAP1P6	9	82477933	82481790
NPAS1	19	47523076	47549033
NPAS2	2	101436613	101613291
NPAS3	14	33404138	34270315
NPAS4	11	66188474	66194178
NPAT	11	108027941	108093369
NPB	17	79858620	79860774
NPBWR1	8	53850990	53853677
NPBWR2	20	62737172	62738524
NPC1	18	21086147	21115586
NPC1L1	7	44552133	44580914
NPDC1	9	139933921	139940655
NPEPL1	20	57264186	57290689
NPEPPS	17	45600307	45660210
NPFF	12	53900473	53901372
NPFFR1	10	72007084	72043432
NPFFR2	4	72897520	73013784
NPHP1	2	110879887	110962619
NPHP3	3	132276985	132441303
NPHP3-AS1	3	132440593	132469621
NPHP4	1	5922870	5928435
NPHS1	19	36316865	36342739
NPHS2	1	179519673	179545087
NPIPA1	16	15016658	15045915
NPIPA2	16	14841922	14859270
NPIPA3	16	14802800	14820195
NPIPA5	16	15457515	15472151
NPIPA7	16	16472911	16487811
NPIPA8	16	18411798	18430593
NPIPB1P	18	11619507	11639698
NPIPB2	16	12021229	12035902
NPIPB3	16	21413557	21416640
NPIPB4	16	21845889	21868739
NPIPB5	16	22490441	22547834
NPIPB6	16	28353875	28374829
NPIPB7	16	28467692	28481868
NPIPB8	16	28648974	28670003
NPIPB9	16	28763107	28784128
NPIPB10P	16	29049922	29064047
NPIPB11	16	29392674	29415350
NPIPB12	16	29495009	29499154
NPIPB13	16	30234257	30257122
NPIPB14P	16	70010290	70030091
NPIPB15	16	74411775	74425978
NPIPP1	16	15198177	15215759
NPL	1	182758427	182799519
NPLOC4	17	79523912	79604172
NPM1	5	170814119	170837887
NPM1P4	13	28270529	28271341
NPM1P5	15	92829070	92829908
NPM1P6	8	62114908	62115779
NPM1P8	X	32224018	32224855
NPM1P9	X	14852597	14853441
NPM1P10	6	104473414	104474638
NPM1P11	7	11297307	11298162
NPM1P12	7	149031114	149031948
NPM1P13	7	18988520	18989385
NPM1P14	7	112160542	112161725
NPM1P17	3	137442615	137443385
NPM1P18	7	36858563	36859295
NPM1P19	20	37606353	37607065
NPM1P21	8	57013757	57014826
NPM1P22	13	68406007	68406959
NPM1P23	3	24138002	24138851
NPM1P24	10	74677398	74678292
NPM1P25	10	97949121	97949975
NPM1P26	10	98319941	98320679
NPM1P27	5	93018543	93019373
NPM1P28	3	147308782	147309622
NPM1P29	3	149656783	149657586
NPM1P30	10	21399610	21402317
NPM1P31	10	126556078	126556895
NPM1P32	2	122466087	122466691
NPM1P33	2	204637353	204638225
NPM1P34	X	123414379	123415272
NPM1P35	11	62098417	62099285
NPM1P36	6	55804587	55805422
NPM1P37	6	70415178	70416052
NPM1P38	6	100498247	100499112
NPM1P39	1	27533420	27534287
NPM1P40	1	203224870	203225603
NPM1P41	4	82931817	82934248
NPM1P42	15	73191739	73192601
NPM1P43	15	73454119	73455269
NPM1P45	17	9756064	9756623
NPM1P46	2	198244424	198245616
NPM1P47	15	62374648	62375504
NPM1P48	2	4561793	4562646
NPM1P49	X	47298134	47299173
NPM1P50	11	74790309	74791176
NPM1P51	6	41634643	41635387
NPM1P52	8	104028971	104029817
NPM2	8	21881635	21894374
NPM3	10	103541081	103543170
NPNT	4	106815931	106859568
NPPA	1	11905765	11907840
NPPA-AS1	1	11901073	11907741
NPPB	1	11917520	11918988
NPPC	2	232786529	232791113
NPR1	1	153651112	153666468
NPR2	9	35792150	35809729
NPR3	5	32689175	32783134
NPRL2	3	50384760	50388210
NPRL3	16	134272	141084
NPS	10	129347612	129350935
NPSR1	7	34697850	34819452
NPSR1-AS1	7	34386123	34800803
NPTN	15	73852354	73926475
NPTX2	7	98246608	98259180
NPTXR	22	39214456	39239987
NPVF	7	25264188	25268105
NPW	16	2059926	2070593
NPY	7	24323781	24331484
NPY1R	4	164245112	164254014
NPY2R	4	156129780	156138228
NPY4R	10	47083533	47088320
NPY5R	4	164265090	164273086
NPY6R	5	137136881	137146440
NQO1	16	69740898	69760409
NQO2	6	2988220	3012795
NR1D1	17	38249039	38256978
NR1D2	3	23986750	24022109
NR1H3	11	47269850	47283525
NR1H4	12	100867485	100958191
NR1H5P	1	115379847	115394074
NR1I2	3	119499330	119537332
NR1I3	1	161199455	161208000
NR2C1	12	95414004	95467479
NR2C2	3	14989090	15055225
NR2E1	6	108487261	108510013
NR2F1	5	92919042	92930321
NR2F1-AS1	5	92745064	92906499
NR2F2	15	96869166	96881847
NR2F2-AS1	15	96670597	96870250
NR2F6	19	17342691	17356749
NR3C1	5	142657495	142815077
NR3C2	4	148999912	149365850
NR4A1	12	52416615	52452833
NR4A2	2	157180943	157189228
NR4A3	9	102584136	102627333
NR5A1	9	127243515	127269709
NR5A2	1	199996729	200146552
NR6A1	9	127279553	127533556
NRADDP	3	47053031	47054636
NRAP	10	115348474	115423805
NRARP	9	140194082	140196703
NRAS	1	115247089	115259515
NRAV	12	120928130	120933743
NR0B1	X	30322322	30327715
NR0B2	1	27237979	27240457
NRBF2	10	64893049	64914783
NRBF2P1	18	33421722	33422581
NRBF2P2	3	46064787	46065648
NRBF2P3	1	111390698	111391563
NRBF2P4	8	108995343	108996193
NRBF2P5	10	5818033	5818821
NRBP1	2	27650656	27665126
NRBP2	8	144915763	144923123
NRCAM	7	107788067	107797082
NRDC	1	52254862	52279743
NRDE2	14	90742579	90798481
NREP	5	110998317	111092891
NREP-AS1	5	111248204	111353003
NRF1	7	129251554	129396920
NRG1	8	31496901	32621923
NRG1-IT1	8	31883734	31957281
NRG1-IT3	8	32298261	32300241
NRG2	5	139226363	139422884
NRG3	10	83635069	84745401
NRG3-AS1	10	83988740	83992333
NRG4	15	76228309	76238186
NRGN	11	124609741	124617106
NRIP1	21	16333555	16437126
NRIP2	12	2934513	2944190
NRIP3	11	9002122	9025596
NRIR	2	6968644	6973662
NRK	X	105066535	105202601
NRL	14	24549315	24553834
NRM	6	30655823	30659197
NRN1	6	5998231	6007200
NRN1L	16	67918707	67920275
NRON	9	129170319	129170689
NRP1	10	33466419	33625190
NRP2	2	206546713	206566281
NRROS	3	196366556	196388875
NRSN1	6	24126349	24141403
NRSN2	20	327425	334137
NRSN2-AS1	20	300956	305878
NRXN1	2	50145642	50574892
NRXN2	11	64373645	64481383
NRXN3	14	78708733	80328376
NSA2	5	74062816	74072737
NSD1	5	176560025	176562427
NSD2	4	1873150	1980641
NSD3	8	38127214	38239790
NSDHL	X	151999510	152037907
NSF	17	44668034	44834830
NSFL1C	20	1422806	1437735
NSL1	1	212899494	212964923
NSMAF	8	59496062	59572403
NSMCE1	16	27236311	27280115
NSMCE2	8	126103920	126194498
NSMCE3	15	29560352	29562033
NSMCE4A	10	123716602	123734732
NSMF	9	140342021	140351989
NSRP1	17	28442538	28512865
NSRP1P1	1	78312794	78314487
NSUN2	5	6599351	6633404
NSUN3	3	93781759	93847389
NSUN4	1	46805848	46827863
NSUN5	7	72716513	72722801
NSUN5P1	7	75039604	75040822
NSUN5P2	7	72418119	72425245
NSUN6	10	18834489	18940551
NSUN7	4	40751913	40812002
NT5C	17	73126319	73127541
NT5C1A	1	40124792	40137710
NT5C1B	2	18737049	18770838
NT5C1B-RDH14	2	18736810	18770830
NT5C2	10	104845939	104953056
NT5C3A	7	33053741	33102408
NT5C3AP1	4	118495666	118497329
NT5C3B	17	39981334	39992523
NT5CP1	14	74037862	74038371
NT5CP2	14	74005924	74006485
NT5DC1	6	116422011	116570660
NT5DC2	3	52558385	52567793
NT5DC3	12	104164230	104179162
NT5DC4	2	113479062	113500456
NT5E	6	86159808	86205496
NT5M	17	17206648	17250975
NTAN1	16	15131709	15149921
NTAN1P1	10	117579352	117579998
NTAN1P2	8	87493982	87495231
NTAN1P3	12	67818051	67818766
NTF3	12	5541277	5630702
NTF6A	19	49528717	49529277
NTF6B	19	49541735	49542295
NTF6G	19	49532982	49533598
NTHL1	16	2089815	2097867
NTM	11	131240372	132206716
NTM-AS1	11	131532024	131533477
NTM-IT	11	132154195	132154975
NTMT1	9	132371162	132398209
NTN1	17	8924858	9147317
NTN3	16	2521499	2524146
NTN4	12	96051582	96184542
NTN5	19	49164663	49176264
NTNG1	1	107682628	108024450
NTNG2	9	135037333	135106896
NTPCR	1	233086350	233114228
NTRK1	1	156785431	156843682
NTRK2	9	87283465	87638505
NTRK3	15	88418229	88799978
NTRK3-AS1	15	88795960	88814297
NTS	12	86268072	86276557
NTSR1	20	61340188	61394123
NTSR2	2	11798303	11810290
NUAK1	12	106457117	106533811
NUAK2	1	205271186	205290883
NUB1	7	151038784	151075535
NUBP1	16	10837642	10851851
NUBP2	16	1832901	1839192
NUBPL	14	31959161	32031403
NUCB1	19	49403306	49426629
NUCB1-AS1	19	49414186	49422148
NUCKS1	1	205681946	205719404
NUCKS1P1	1	227598317	227599020
NUDC	1	27226728	27269267
NUDCD1	8	110253147	110346614
NUDCD2	5	162873531	162887146
NUDCD3	7	44418719	44530479
NUDT1	7	2281856	2290780
NUDT2	9	34329503	34343709
NUDT3	6	34247455	34360451
NUDT4	12	93771658	93797024
NUDT4P1	1	145139024	145139569
NUDT5	10	12207323	12238123
NUDT6	4	123809851	123813843
NUDT8	11	67395408	67397401
NUDT9	4	88343733	88379497
NUDT9P1	10	92912361	92913106
NUDT10	X	51075082	51080377
NUDT11	X	51232862	51239448
NUDT12	5	102884555	102898494
NUDT13	10	74870216	74891586
NUDT14	14	105639274	105640034
NUDT15	13	48611702	48621358
NUDT16	3	131100514	131107674
NUDT16L1	16	4743694	4745860
NUDT16P1	3	131080741	131083966
NUDT17	1	145586114	145589439
NUDT19	19	33182866	33204702
NUDT19P3	6	114340784	114341647
NUDT19P5	4	159103976	159104545
NUDT21	16	56463044	56485287
NUDT22	11	63993412	63994495
NUF2	1	163236365	163306576
NUFIP1	13	45513383	45563618
NUGGC	8	27879480	27941388
NUMA1	11	71713909	71791733
NUMBL	19	41172595	41196556
NUP35	2	183982240	183995215
NUP35P1	10	24446763	24447710
NUP35P2	7	79173226	79174169
NUP37	12	102467966	102470778
NUP43	6	150045450	150067708
NUP50	22	45559721	45583896
NUP50-AS1	22	45528900	45559662
NUP54	4	77035811	77069569
NUP58	13	25875661	25916544
NUP58P1	4	126602331	126604823
NUP62	19	50410081	50433001
NUP62CL	X	106366656	106449663
NUP88	17	5264257	5289528
NUP93	16	56764016	56878681
NUP98	11	3692312	3700917
NUP107	12	69080513	69136785
NUP133	1	229577044	229644088
NUP153	6	17615268	17706618
NUP155	5	37288238	37371283
NUP160	11	47799638	47870019
NUP188	9	131709977	131769375
NUP205	7	135242666	135333505
NUP210	3	13357736	13461809
NUP210L	1	153965160	154127592
NUP210P1	3	126379451	126386191
NUP210P2	3	11941484	11942719
NUP210P3	3	129041888	129044269
NUP214	9	134000947	134110057
NUPL2	7	23221445	23240628
NUPR1	16	28548605	28550495
NUPR2	7	56182373	56184093
NUS1	6	117996664	118031803
NUS1P1	X	47372000	47372882
NUS1P2	13	23489789	23490662
NUS1P3	13	24902348	24903210
NUS1P4	13	99262545	99263130
NUTF2	16	67880634	67906470
NUTF2P2	14	36289042	36289426
NUTF2P3	9	80195160	80195544
NUTF2P4	1	113290716	113291097
NUTF2P5	10	13912796	13913175
NUTF2P6	15	35574796	35575181
NUTF2P7	X	70236380	70236755
NUTF2P8	2	21585163	21586897
NUTM1	15	34635515	34649929
NUTM2A	10	88985204	88994735
NUTM2A-AS1	10	88963631	89102299
NUTM2B	10	81462982	81472507
NUTM2B-AS1	10	81563812	81574410
NUTM2D	10	89117424	89126952
NUTM2E	10	81601113	81610628
NUTM2F	9	97077604	97090926
NUTM2G	9	99690591	99702535
NUTM2HP	10	52436502	52446086
NVL	1	224415035	224518089
NWD1	19	16830786	16928764
NWD2	4	37245841	37451087
NXF1	11	62559594	62572942
NXF3	X	102330737	102348053
NXF4	X	101804892	101826623
NXF5	X	101087084	101112549
NXN	17	702552	767351
NXNL1	19	17566233	17571763
NXNL2	9	91150015	91159462
NXNP1	1	219054941	219055992
NXPE1	11	114392436	114400742
NXPE2	11	114549107	114577655
NXPE2P1	11	114383427	114384153
NXPE3	3	101498045	101504450
NXPE4	11	114441312	114466472
NXPH1	7	8473584	8792593
NXPH2	2	139428341	139537918
NXPH3	17	47653219	47657720
NXPH4	12	57610577	57620232
NXT1	20	23331372	23335414
NXT1P1	13	39743772	39744088
NXT2	X	108779009	108787913
NYAP1	7	100081549	100092422
NYAP2	2	226265363	226518734
NYNRIN	14	24867991	24888494
NYX	X	41306686	41334963
OACYLP	18	56663965	56736570
OAF	11	120081474	120101041
OARD1	6	41001365	41038956
OAS2	12	113416199	113449528
OAS3	12	113376156	113411054
OASL	12	121458094	121477045
OAT	10	126085871	126107545
OAZ3	1	151735444	151743805
OBP2A	9	138437984	138441815
OBP2B	9	136080663	136084628
OBSCN	1	228395830	228566577
OBSCN-AS1	1	228391206	228401361
OBSL1	2	220415450	220436268
OC90	8	133036466	133071627
OCA2	15	28000020	28344504
OCIAD1	4	48807228	48852053
OCIAD1-AS1	4	48854024	48862220
OCIAD2	4	48887035	48908845
OCLM	1	186369703	186370587
OCLN	5	68788118	68853931
OCM	7	5919457	5925873
OCM2	7	97613995	97619508
OCRL	X	128673825	128692956
OCSTAMP	20	45169584	45179213
ODAM	4	71062212	71070293
ODC1	2	10580093	10588630
ODCP	7	128668942	128670581
ODF1	8	103563799	103573216
ODF2	9	131217464	131233625
ODF2-AS1	9	131231235	131235291
ODF2L	1	86814343	86861945
ODF3	11	196737	200258
ODF3B	22	50968138	50970251
ODF3L1	15	76016317	76020029
ODF4	17	8243181	8249364
OFCC1	6	9596342	9600026
OFD1	X	13752831	13787480
OFD1P1Y	Y	19921686	19937209
OFD1P2Y	Y	20242566	20258088
OFD1P3Y	Y	8898634	8908029
OFD1P4Y	Y	20615035	20634023
OFD1P5Y	Y	20743948	20790963
OFD1P6Y	Y	20835918	20899975
OFD1P7Y	Y	21010149	21029166
OFD1P8Y	Y	24118459	24151496
OFD1P9Y	Y	24727135	24760228
OFD1P10Y	Y	25727741	25760787
OFD1P11Y	Y	25917378	25944297
OFD1P12Y	Y	26118926	26141228
OFD1P13Y	Y	27821206	27843493
OFD1P15Y	Y	28201925	28234640
OFD1P17	5	37209465	37212483
OFD1P18Y	Y	28018077	28044800
OGDH	7	44646170	44747829
OGDHL	10	50942688	50970369
OGFOD1	16	56485401	56513012
OGFOD1P1	13	49784557	49786430
OGFOD2	12	123459126	123464589
OGFOD3	17	80347098	80376513
OGFR	20	61436186	61445352
OGFR-AS1	20	61431978	61436939
OGFRL1	6	71998505	72018653
OGFRP1	22	42665758	42670868
OGG1	3	9791627	9808352
OGN	9	95146248	95166895
OGT	X	70752932	70795747
OIP5	15	41601465	41624819
OIP5-AS1	15	41576187	41590979
OIT3	10	74653338	74692791
OLA1	2	174937174	175113426
OLA1P1	22	42503768	42504957
OLA1P2	17	20678954	20680218
OLA1P3	12	56263831	56266386
OLAH	10	15074225	15107610
OLFM1	9	137967267	137989953
OLFM3	1	102268129	102462586
OLFM4	13	53602893	53626192
OLFM5P	11	5539670	5546185
OLFML1	11	7506618	7531580
OLFML2A	9	127539436	127566515
OLFML2B	1	161952981	161993644
OLFML3	1	114522062	114524876
OLIG1	21	34442449	34444725
OLIG2	21	34398152	34401504
OLIG3	6	137813335	137815531
OLMALINC	10	102133371	102143125
OLR1	12	10310901	10324737
OMA1	1	58881055	58996334
OMD	9	95176526	95186743
OMG	17	29599030	29600640
OMP	11	76813885	76814377
ONECUT1	15	53049636	53073380
ONECUT2	18	55102916	55158529
OOEP	6	74078277	74104816
OOEP-AS1	6	74079426	74097440
OOSP1	11	59705927	59712807
OOSP1P1	1	44620699	44620973
OOSP1P2	17	30670792	30671143
OOSP2	11	59807747	59815517
OPA1	3	193310932	193415599
OPA1-AS1	3	193336397	193345126
OPA3	19	46030684	46088100
OPALIN	10	98102972	98119092
OPCML	11	132284870	132813566
OPCML-IT1	11	133229923	133235975
OPCML-IT2	11	132729139	132729972
OPHN1	X	67262185	67653647
OPLAH	8	145106166	145115606
OPN1LW	X	153409697	153424507
OPN1MW2	X	153485224	153498755
OPN1SW	7	128412544	128415844
OPN3	1	241753403	241764480
OPN4	10	88414313	88426212
OPN5	6	47749717	47800516
OPRD1	1	29138653	29190208
OPRK1	8	54138283	54164257
OPRL1	20	62711525	62731996
OPRM1	6	154331630	154411014
OPRPN	4	71263598	71275911
OPTC	1	203463270	203477992
OPTN	10	13141448	13178923
OR1A1	17	3118914	3119844
OR1A2	17	3100812	3101742
OR1AA1P	X	130558272	130559188
OR1AB1P	19	16162738	16163499
OR1C1	1	247920675	247921982
OR1D2	17	2995351	2996290
OR1D4	17	3143969	3144908
OR1D5	17	2965962	2966901
OR1E1	17	3300397	3301704
OR1E2	17	3336163	3337135
OR1E3	17	3019716	3020660
OR1F1	16	3254246	3255188
OR1F2P	16	3265561	3266546
OR1F12	6	28041093	28042011
OR1G1	17	3029877	3030875
OR1H1P	9	125370314	125371079
OR1J1	9	125239219	125240235
OR1J2	9	125273080	125274022
OR1J4	9	125281419	125282361
OR1K1	9	125562369	125563395
OR1L1	9	125423844	125424927
OR1L3	9	125437314	125438432
OR1L4	9	125486268	125487204
OR1L6	9	125512018	125513062
OR1L8	9	125329777	125330838
OR1M1	19	9203854	9204889
OR1M4P	19	9193787	9194074
OR1N1	9	125288636	125289572
OR1N2	9	125315390	125316493
OR1P1	17	3057182	3058176
OR1Q1	9	125376947	125378026
OR1S2	11	57970673	57971653
OR1X1P	5	175433147	175434390
OR1X5P	5	177263434	177264647
OR2A1	7	144015217	144016150
OR2A1-AS1	7	143948356	144052231
OR2A2	7	143806606	143807657
OR2A3P	7	143854318	143855271
OR2A4	6	132021519	132022635
OR2A5	7	143747460	143748473
OR2A7	7	143955699	143956815
OR2A9P	7	143991572	143998027
OR2A12	7	143792140	143793186
OR2A14	7	143826150	143827162
